_NAME_	Factor1	Factor2	Factor3	load	secondary
v000001	-0.211200858	0.0339026788	0.1234767281		
v000002	0.2072977238	0.1551041995	0.0278811283		
v000003	0.3125139235	0.2550361773	-0.247799775		
v000004	0.3439446876	0.1641803305	0.2007496879		
v000005	0.6518818819	-0.066373364	-0.118993497		
v000006	0.0577802721	0.2763246928	0.1872414183		
v000007	0.1539384612	0.3433494198	0.0430552749		
v000008	0.0836315274	0.4615827494	-0.108208607		
v000009	0.0129407129	0.111024242	0.2440838469		
v000010	0.1276280383	0.662462329	-0.121950966		
v000011	0.4327471304	0.0995984383	0.1545957521		
v000012	0.2535327359	0.5098993894	-0.145947643		
v000013	0.573959493	0.313564788	-0.25031107	fac2	1
v000014	0.3124362104	0.2489039088	0.0001531532		
v000015	0.1363352881	0.3527716716	0.5101270551	fac2	1
v000016	0.3330758892	0.5799576593	0.0108611303	fac1	1
v000017	0.0429412492	0.4329334251	0.4567112573	fac2	1
v000018	0.1976459685	0.4320832176	0.2340683874		
v000019	0.6055711019	0.1438488098	0.336980143	fac3	1
v000020	0.4510235249	-0.131875956	0.6363422217	fac1	1
v000021	-0.063886454	0.3821413362	0.4891556377	fac2	1
v000022	0.2271520038	0.6045215487	0.2547225489		
v000023	0.6453710548	0.2343010492	0.3779114531	fac3	1
v000024	0.2684104858	0.7717636718	0.0260091075		
v000025	0.5375904916	-0.16466356	0.6809373175	fac1	1
v000026	-0.125593635	0.7708976581	-0.297819411		
v000027	0.3094072168	0.573713463	-0.115317163	fac1	1
v000028	0.4040381545	0.6256687502	-0.073102526	fac1	1
v000029	0.6876615364	0.2288919481	-0.263413367		
v000030	-0.028799426	0.3519213704	0.4697678036	fac2	1
v000033	0.3955645766	0.3291151099	0.1222080049	fac2	1
v000034	0.2881942599	0.5144494444	0.3653120781	fac3	1
v000035	0.371615125	0.2373445148	0.2928337908		
v000037	0.5526538103	-0.089863403	0.4741124289	fac3	1
v000038	0.0306114013	0.6367148714	-0.249767071		
v000040	0.0501313701	0.350841113	0.403617808	fac2	1
v000042	0.0472475518	0.2757463932	0.2829875342		
v000043	-0.136643251	0.35646522	0.5414078436	fac2	1
v000046	0.3730526673	0.4459806018	0.1811228532	fac1	1
v000047	0.1564008209	0.4569898788	0.1706901243		
v000048	-0.250635621	0.3835281672	0.1148719867		
v000049	-0.247428997	0.2198636216	0.4875645474		
v000050	0.254327943	0.4863693947	0.1446617461		
v000051	0.1868325079	0.474095446	-0.342003356	fac3	1
v000052	0.7335992252	-0.243895228	0.4611130491	fac3	1
v000054	0.5930662388	-0.185876489	0.0241463765		
v000055	0.236911033	0.5789510351	-0.285473742		
v000056	0.037769653	0.0767804842	0.2753054607		
v000059	0.5022795028	0.0917440878	0.2312345058		
v000060	0.5246723958	-0.129543418	0.5234219887	fac3	1
v000062	0.1844362301	0.5388146984	-0.038983483		
v000063	0.373683547	0.4075928573	-0.3042717	fac1	1
v000064	0.4608895844	0.0849845443	0.1597309518		
v000065	0.3602890154	0.1803198346	0.2547549349		
v000066	0.1424631456	-0.150090842	0.3954441874		
v000067	0.3225451766	0.1613421229	0.1382945965		
v000068	-0.105869741	0.2193106802	0.7876587311		
v000070	-0.147029621	0.1986386017	0.3030440901		
v000071	-0.029212368	0.5226240326	0.1579201279		
v000072	-0.087589785	0.7144200338	-0.157149957		
v000073	0.1511174744	0.4357671796	0.2183373094		
v000079	0.0648411648	0.5610162619	0.3203535836	fac3	1
v000081	0.445955118	-0.076241055	0.254198879		
v000083	0.769445988	-0.362575948	-0.000693031	fac2	1
v000085	0.0400831275	0.5895136339	-0.224474242		
v000088	0.4834498033	0.4450647972	-0.161627973	fac2	1
v000091	0.3103725183	0.5532729794	-0.399666633	fac3	1
v000093	-0.023350351	0.3136386079	0.3358123083	fac2	1
v000094	-0.092336048	0.1395523373	0.6023823271		
v000098	0.0608120588	0.5918498235	0.1950243354		
v000101	0.6308389196	-0.060716682	0.0433646749		
v000103	-0.30663635	0.4937091581	-0.020308134	fac1	1
v000105	0.8445936572	-0.260367952	-0.532512062	fac3	1
v000109	0.9189715507	-0.446165446	-0.278735627	fac2	1
v000110	0.0051682388	0.6388659805	0.1085492354		
v000111	0.5201421676	-0.048545366	-0.355789525	fac3	1
v000112	0.1772917153	0.4387527389	0.3480376686	fac3	1
v000113	0.5711616629	-0.095711248	0.0508313102		
v000114	0.8511045399	-0.242173178	0.0793129041		
v000117	-0.07512673	0.0176239542	0.8807838143		
v000118	-0.057698937	0.1699436563	0.4836042898		
v000123	0.3196864096	0.0733478503	0.2535778722		
v000124	0.7728066165	0.1231182626	-0.32478792	fac3	1
v000125	0.8128752806	-0.284802933	0.0743972419		
v000127	0.2206803076	0.6313741614	0.1125951532		
v000128	0.0846855278	0.6835604566	-0.046655267		
v000131	0.9199166422	-0.255678628	-0.357728382	fac3	1
v000133	0.1550033814	0.5224438201	-0.090822815		
v000134	0.0690600235	0.4000744814	0.1895767347		
v000136	0.86768996	-0.038098617	-0.362026548	fac3	1
v000138	0.0088321146	0.0133329601	0.4224973512		
v000139	0.2268924828	0.5243047856	-0.298738671		
v000141	-0.002466733	0.3550786181	0.5541118656	fac2	1
v000142	0.3618553356	0.2308679258	0.5233747789	fac1	1
v000143	0.1767699117	0.2481403099	0.1046811388		
v000144	0.3336371657	0.2548076328	0.3143413881	fac3	1
v000147	0.1742394366	0.1927849162	0.4207516372		
v000152	0.1383738914	0.5803600308	-0.03272871		
v000156	0.8086429701	-0.415816319	0.2332189313	fac2	1
v000157	0.3194365702	0.3059487688	-0.067738596	fac2	1
v000158	-0.298898779	0.2517446213	0.1315047225		
v000160	-0.019089588	0.6594187443	-0.213564747		
v000161	0.2546516292	0.2290330954	0.0248375343		
v000162	0.2367752537	0.3985512893	0.2286523712		
v000163	-0.002770093	0.2881064336	0.1652309438		
v000166	-0.064707236	0.5664421788	-0.129738534		
v000172	0.950103131	-0.154291435	0.0227136561		
v000175	-0.015466212	-0.027257873	0.9425163169		
v000177	0.1963128693	0.5596862369	0.3274289213	fac3	1
v000183	0.2887473629	0.3792439112	-0.348213409	fac3	1
v000185	-0.082111236	0.6165932674	0.1213247704		
v000186	0.8190703519	-0.266430946	-0.397349667	fac3	1
v000191	0.0416903243	0.1143361199	0.4327962157		
v000193	-0.000552513	0.3739421722	-0.125105291		
v000195	0.3453666183	0.1412356012	0.2405777979		
v000196	0.0536734151	0.3074059542	0.247064644		
v000199	0.1158022668	0.3881230519	0.2171433265		
v000200	0.3900277406	-0.059675132	-0.233484473		
v000201	0.1450767812	0.3183849469	0.3511904462	fac2	1
v000208	0.2174478531	-0.124824593	0.7163935074		
v000209	-0.121818115	0.4032593424	0.3145074669	fac3	1
v000210	0.5859047805	-0.352235497	0.2578330693	fac2	1
v000212	-0.246229101	-0.054805025	0.3103598816		
v000213	0.0148456511	-0.383582909	0.7585964202	fac2	1
v000214	0.2025375779	0.3253875215	-0.113721821		
v000219	0.320063947	0.3007821215	-0.157074402	fac2	1
v000220	0.2136837775	-0.252965666	0.6670467888		
v000221	0.0897229094	-0.11077558	0.8925875444		
v000228	0.0899727392	0.0556509215	-0.313495129		
v000229	0.3832368718	-0.472534534	0.275313308	fac1	1
v000230	-0.292298043	0.3709281541	0.0180586113		
v000232	0.1243879047	-0.123909221	0.3146008904		
v000234	0.2446056031	0.3036032711	-0.71656081	fac2	1
v000236	-0.24583394	0.0774805742	0.1446308659		
v000239	0.0178167557	0.2376529472	0.0221357573		
v000244	-0.283809019	-0.134914158	-0.32451071		
v000245	-0.307806423	0.1124964185	0.03297297		
v000249	-0.152049732	-0.215400253	0.606344473		
v000253	-0.187320144	0.3481275613	-0.223023108		
v000257	-0.066246204	0.2668969952	-0.278484572		
v000267	0.0997501621	0.2878565696	-0.172362589		
v000271	-0.068315428	-0.092000132	-0.58168117		
v000275	-0.15737389	0.2153199052	0.054608346		
v000276	0.0023767535	0.3233899591	0.2584019987		
v000277	0.0667237853	0.2682076772	0.3022543564		
v000282	-0.437418908	-0.189209806	0.0724132561		
v000285	0.0381733607	0.1337036442	-0.181421383		
v000290	0.0064401155	0.1592077071	-0.098302869		
v000293	0.2587346826	0.0373749632	-0.702515279		
v000295	0.045505811	0.0499009372	0.4692698897		
v000296	0.3488575678	0.277953868	-0.473451581	fac1	1
v000306	-0.272909841	0.0282461469	0.3668282601		
v000308	0.3261065038	0.070256318	-0.519529394	fac1	1
v000321	-0.276142478	-0.154297981	0.2464255362		
v000323	-0.19650078	-0.06680107	0.3093332309		
v000325	0.1169152252	0.048084547	0.3501295284		
v000328	-0.28032271	-0.050001905	0.20111884		
v000333	0.4177401845	-0.136505401	0.1200362252		
v000337	0.4500379048	-0.496479633	0.4235952123	fac1	1
v000346	-0.103487216	0.2078388597	-0.239897214		
v000354	0.5566213019	-0.015542703	-0.214743768		
v000358	0.3651210066	-0.106476966	0.1101590619		
v000361	-0.275551657	0.2783334335	-0.100960223		
v000367	0.1043295762	0.4058044504	-0.242970562		
v000370	0.3433279974	0.0142639866	-0.196546055		
v000374	0.6371415624	-0.215866997	-0.156846042		
v000376	-0.387106318	-0.019211664	0.1453705581		
v000388	0.1185324432	-0.174036058	0.6092597143		
v000389	-0.313252543	-0.111372879	-0.550626345	fac1	1
v000393	-0.054568955	0.2357984152	-0.070473631		
v000395	0.3791837627	-0.127303362	-0.080837885		
v000397	0.1921955451	-0.002074514	0.0449362381		
v000402	-0.019371929	0.024589615	-0.098035979		
v000408	-0.033223231	-0.105984381	0.5330978877		
v000411	-0.331570913	0.2022650259	-0.127478621		
v000416	0.1277913471	0.0843053916	-0.407051183		
v000422	-0.279455173	0.0907067821	-0.100617953		
v000424	0.6888812465	-0.407457231	-0.437937255	fac3	1
v000425	-0.042021559	0.2519901935	-0.242842514		
v000432	0.2666135821	0.1105656673	-0.284722821		
v000433	-0.014541032	-0.180364938	-0.117565807		
v000438	0.558383103	-0.277439091	-0.314119357	fac3	1
v000441	-0.369961059	-0.215909406	-0.056894122		
v000444	0.3495271012	0.0145440499	-0.240731978		
v000460	0.1522087502	0.0488355129	0.1915999797		
v000468	0.0377521699	0.017296391	0.0129517015		
v000472	-0.027498324	-0.114090163	0.6968081604		
v000473	0.0509738317	0.2139989431	-0.296064102		
v000474	-0.231197467	-0.061306848	-0.543686261		
v000475	0.3727679202	-0.04679589	-0.228897		
v000484	0.2014106275	0.1096546265	-0.2068379		
v000489	-0.33569893	-0.091213316	-0.068863988		
v000490	0.2136625373	0.0753085456	0.0062474297		
v000514	-0.041136626	0.2880731121	-0.26417641		
v000517	0.0471777804	0.0689838479	0.3350908447		
v000526	0.1088833433	0.093497928	-0.155231211		
v000527	0.0784874939	-0.06797377	-0.579683281		
v000530	0.009646409	0.1512581206	0.0600259874		
v000531	0.4089827216	-0.028624998	-0.039902432		
v000532	-0.164743299	0.253254172	0.0319753071		
v000534	-0.423908299	-0.29887271	-0.191007223		
v000540	-0.051947209	0.1695775682	-0.044466951		
v000542	-0.238874078	-0.238064819	0.1298752076		
v000548	0.6937636002	-0.494137547	-0.146281247	fac2	1
v000554	-0.060661157	0.0642632006	0.4483771977		
v000561	-0.448650965	-0.361459074	-0.131964894	fac2	1
v000562	-0.05999104	0.0892667629	0.3757302302		
v000567	-0.187597208	-0.050217131	0.246837708		
v000584	-0.0866852	-0.241853538	0.3217052561		
v000597	0.4043682043	-0.281257858	-0.149064642		
v000599	-0.103987843	-0.142442849	0.185499653		
v000606	-0.150040162	0.1098562144	0.3666974333		
v000615	-0.375172103	-0.187363836	0.2992221599		
v000617	-0.032945917	-0.096651152	-0.262074441		
v000621	-0.39110512	0.0729758698	0.0130608928		
v000634	-0.318070163	0.0230553708	-0.087416523		
v000637	-0.100323737	0.0394657602	-0.571274613		
v000639	-0.634371748	-0.369191617	-0.275372694	fac2	1
v000644	0.1213209684	-0.06511969	-0.567212549		
v000649	0.2297628771	0.0060938957	-0.220840306		
v000650	-0.218006857	-0.120497588	0.0195998098		
v000654	-0.272908059	-0.008805606	-0.04134157		
v000659	-0.157002577	-0.319756157	0.3017459976	fac3	1
v000665	-0.149535082	-0.102325587	-0.14822449		
v000673	-0.000139112	0.0718716204	-0.578152017		
v000684	-0.246679763	-0.109863818	0.1072979407		
v000685	-0.132401617	-0.295172379	0.182790317		
v000710	-0.252849911	-0.050829253	-0.179422206		
v000742	-0.336362039	0.1251863296	-0.512798161	fac1	1
v000743	-0.261894866	-0.036295547	-0.172952559		
v000752	-0.157402926	-0.097660068	-0.522056139		
v000753	0.002540669	-0.291352698	-0.177510606		
v000758	-0.149284417	-0.285715927	0.4559770498		
v000760	-0.411167621	-0.28943269	-0.347126816	fac3	1
v000764	0.1875310845	-0.378706642	-0.137541545		
v000769	0.1730697001	-0.445358799	-0.132786068		
v000775	-0.389527641	-0.065592978	0.0389766618		
v000784	-0.308311356	0.1225451895	-0.424153718	fac1	1
v000787	-0.290833737	0.1576447756	-0.122036879		
v000791	-0.331006532	-0.093164498	0.0637230572		
v000799	-0.2439522	0.0585437989	0.1305830576		
v000804	-0.322565662	-0.258478713	0.0642905046		
v000805	-0.691612995	-0.465743196	-0.28009162	fac2	1
v000806	0.0121194965	-0.328709358	-0.400326763	fac2	1
v000813	-0.338100209	-0.104037342	-0.209264581		
v000818	0.4131025928	-0.776304271	-0.128043623	fac1	1
v000819	-0.508919396	-0.314750974	0.0222320486	fac2	1
v000822	-0.316825812	-0.124349803	0.0971526427		
v000823	-0.443557545	-0.36289762	0.1234627197	fac2	1
v000827	-0.436233288	-0.081428135	-0.2149492		
v000828	-0.350143963	-0.170137115	-0.046340795		
v000833	-0.36075111	-0.068759431	0.0919916147		
v000837	-0.157438806	-0.096706157	-0.048747489		
v000840	-0.407409115	0.0151628019	-0.268161823		
v000841	-0.429392154	-0.172152537	0.0586934187		
v000850	0.0080892751	-0.237057741	-0.02188306		
v000863	-0.453995671	-0.43761464	0.0198029148	fac2	1
v000867	-0.370815628	0.0877676453	-0.400756767	fac1	1
v000871	-0.239918982	-0.26889485	-0.086480198		
v000875	-0.337105838	-0.328987463	-0.29385073	fac2	1
v000881	-0.467852257	-0.037777831	-0.242339087		
v000882	-0.326168588	-0.074129049	0.0074679206		
v000884	-0.368207903	-0.374544857	-0.021653104	fac1	1
v000887	-0.418359542	-0.233181317	0.2630997809		
v000890	-0.169483738	-0.026661202	-0.474325615		
v000893	0.3896560224	-0.793370507	-0.121231988	fac1	1
v000896	-0.211412381	-0.15360767	-0.079941477		
v000902	-0.470703474	-0.356157993	0.1151003868	fac2	1
v000904	-0.246516253	-0.134065153	-0.490299282		
v000911	-0.404127585	-0.076710573	-0.169182184		
v000913	-0.379891498	-0.094641841	0.0534982402		
v000914	-0.449382705	-0.083321002	0.0550967814		
v000916	-0.381596963	-0.246546488	-0.311953973	fac3	1
v000917	-0.106168345	-0.49667116	-0.037507668		
v000918	-0.297106064	-0.179879635	-0.279646669		
v000922	-0.334250196	-0.162339067	0.2591251889		
v000937	-0.120039683	-0.058389229	-0.134013111		
v000944	-0.10825681	-0.289602546	-0.196344199		
v000947	0.1256093239	-0.868280522	-0.027036617		
v000948	0.1256093239	-0.868280522	-0.027036617		
v000949	0.1256093239	-0.868280522	-0.027036617		
v000951	-0.134198883	-0.4356179	-0.172254987		
v000955	-0.583217121	-0.408794048	0.2197789026	fac2	1
v000956	0.2598022832	-0.574638874	0.0176588526		
v000958	-0.399009528	-0.38987826	0.0388817127	fac2	1
v000965	0.0250720194	-0.512249866	0.090338321		
v000970	-0.487486439	-0.164132722	-0.234137912		
v000977	-0.049502015	-0.4221069	0.1187082401		
v000979	0.326263639	-0.753965616	-0.014270202	fac1	1
v000982	-0.460038953	-0.266548021	-0.104052921		
v000985	-0.334427411	0.1110346979	-0.263266323		
v000990	-0.430209992	-0.095548874	-0.128344283		
v000991	-0.163352647	-0.414181651	-0.18039908		
v000993	-0.221225756	-0.200806414	0.2044186313		
v000999	-0.406351972	-0.190373916	-0.117470172		
v000001	-0.211200858	0.0339026788	0.1234767281		
v000002	0.2072977238	0.1551041995	0.0278811283		
v000003	0.3125139235	0.2550361773	-0.247799775	fac1	
v000004	0.3439446876	0.1641803305	0.2007496879	fac1	
