file	fac1	fac2	fac3
t000003	1	3	1
t000004	2	1	1
t000005	0	0	0
t000006	0	1	0
t000011	2	4	0
t000015	3	1	3
t000018	1	0	0
t000027	1	2	2
t000031	1	1	0
t000037	0	1	1
t000050	-1	3	3
t000053	1	0	2
t000065	0	2	2
t000067	0	0	2
t000070	2	0	0
t000071	3	1	0
t000074	0	2	2
t000081	2	2	0
t000083	1	1	1
t000086	1	0	2
t000087	1	0	2
t000096	3	3	2
t000099	1	1	2
t000103	0	2	0
t000105	0	0	0
t000110	1	0	0
t000114	2	1	2
t000117	1	1	1
t000118	0	5	0
t000123	1	1	1
t000124	2	2	0
t000126	1	2	0
t000139	0	1	1
t000143	0	1	1
t000153	0	2	0
t000156	1	2	1
t000157	2	1	1
t000160	2	1	1
t000178	1	2	2
t000181	0	0	0
t000189	2	0	0
t000192	1	1	1
t000195	0	4	0
t000216	1	1	0
t000220	2	1	1
t000224	0	1	1
t000226	0	1	1
t000242	1	4	0
t000243	1	2	1
t000244	3	3	0
t000245	3	1	2
t000251	0	2	0
t000257	1	2	2
t000266	0	0	0
t000271	1	0	1
t000272	3	0	0
t000278	0	-1	2
t000287	2	3	0
t000288	2	1	1
t000292	4	0	0
t000295	4	1	0
t000296	0	3	0
t000299	3	3	0
t000303	3	1	0
t000304	0	3	2
t000308	2	1	0
t000320	1	0	0
t000322	2	2	0
t000325	1	0	-1
t000327	0	2	1
t000329	0	0	0
t000330	2	4	0
t000332	0	0	0
t000335	0	2	0
t000336	0	1	0
t000337	0	1	0
t000343	0	3	0
t000346	0	1	0
t000347	0	1	0
t000351	0	1	1
t000353	0	0	0
t000355	0	1	0
t000358	0	1	0
t000365	0	1	0
t000370	4	2	0
t000375	0	5	0
t000377	1	5	1
t000379	0	1	1
t000383	1	4	0
t000386	0	3	1
t000387	0	3	0
t000388	0	1	0
t000389	1	0	0
t000394	2	2	0
t000396	0	1	0
t000397	0	0	0
t000398	0	1	0
t000401	1	2	0
t000402	0	1	0
t000412	-1	0	0
t000413	2	1	0
t000419	1	0	0
t000420	0	1	-1
t000422	1	0	0
t000424	1	0	0
t000426	1	1	1
t000427	0	0	0
t000429	1	2	-1
t000432	0	0	1
t000433	0	1	1
t000434	2	1	1
t000435	5	0	1
t000438	1	1	1
t000439	0	0	0
t000441	0	4	0
t000445	1	2	0
t000446	0	0	0
t000448	0	2	0
t000449	0	0	0
t000450	0	2	0
t000452	1	4	0
t000455	0	1	1
t000457	2	2	0
t000462	0	1	0
t000465	0	1	0
t000469	0	0	1
t000470	1	6	1
t000471	0	2	0
t000473	0	0	0
t000475	2	2	3
t000476	0	0	0
t000477	0	2	0
t000479	1	2	0
t000480	0	0	1
t000481	0	1	0
t000484	0	1	1
t000485	0	4	0
t000486	2	1	0
t000487	1	4	1
t000489	0	1	0
t000490	0	1	0
t000491	1	1	1
t000492	2	5	0
t000495	0	0	0
t000496	1	0	0
t000497	2	1	0
t000498	2	2	0
t000499	2	2	3
t000500	0	1	0
t000501	1	0	0
t000502	0	3	0
t000503	2	1	0
t000504	1	5	0
t000505	0	3	1
t000506	0	1	0
t000507	1	3	1
t000508	1	2	2
t000510	0	1	0
t000511	0	1	1
t000512	0	1	1
t000513	1	0	0
t000516	0	1	0
t000519	2	4	2
t000521	0	3	0
t000522	1	0	0
t000524	0	1	0
t000526	1	5	0
t000529	0	1	0
t000534	1	0	0
t000535	1	1	0
t000536	0	0	0
t000537	0	0	0
t000538	0	2	0
t000539	2	4	0
t000540	2	2	0
t000541	-1	2	0
t000542	0	1	1
t000544	1	1	1
t000550	0	2	0
t000553	0	1	0
t000555	1	1	2
t000556	0	2	1
t000557	0	3	1
t000559	1	0	3
t000561	1	2	1
t000562	0	1	0
t000564	0	0	0
t000565	0	2	-1
t000567	-1	1	0
t000568	1	6	0
t000569	1	1	0
t000570	2	1	2
t000571	0	0	1
t000572	0	0	0
t000574	0	0	0
t000575	0	1	0
t000577	1	0	1
t000578	1	0	0
t000582	0	4	1
t000584	2	1	0
t000585	3	1	0
t000588	0	0	0
t000590	0	2	0
t000591	1	1	0
t000592	0	3	0
t000595	0	0	0
t000596	0	3	0
t000598	0	2	1
t000600	-1	0	0
t000603	2	0	1
t000604	0	0	0
t000605	1	2	0
t000606	1	2	0
t000607	1	0	0
t000608	0	5	1
t000611	1	0	0
t000612	-1	0	1
t000614	1	0	0
t000615	0	1	0
t000616	0	3	1
t000617	0	1	0
t000618	1	1	1
t000619	1	1	0
t000620	1	1	0
t000621	1	0	0
t000622	1	0	0
t000623	1	1	0
t000624	2	1	0
t000625	0	0	0
t000626	0	0	0
t000628	1	0	0
t000629	1	0	1
t000631	1	0	0
t000632	0	0	0
t000633	1	1	0
t000637	3	2	0
t000638	1	1	1
t000639	2	0	0
t000640	0	2	1
t000642	1	1	0
t000643	1	0	0
t000644	1	0	0
t000647	1	0	0
t000649	1	3	1
t000650	1	0	0
t000651	1	0	0
t000652	0	0	0
t000653	0	2	1
t000654	1	0	0
t000656	1	2	0
t000658	0	2	0
t000659	2	1	2
t000660	1	3	0
t000666	1	1	0
t000667	0	0	0
t000668	1	2	1
t000669	0	4	0
t000676	3	2	0
t000679	1	0	0
t000680	0	2	2
t000681	-1	1	0
t000682	0	-1	2
t000683	1	0	1
t000689	1	1	1
t000690	0	0	0
t000692	0	0	0
t000694	1	1	0
t000695	-6	1	1
t000696	0	1	3
t000698	0	4	0
t000701	0	1	1
t000702	0	2	4
t000703	0	0	0
t000708	1	0	0
t000710	1	2	3
t000711	0	0	2
t000712	1	2	0
t000718	0	0	0
t000721	0	0	0
t000723	1	3	0
t000724	1	1	0
t000725	1	0	0
t000726	2	2	1
t000727	2	2	2
t000728	-3	1	1
t000729	-6	1	1
t000731	2	2	0
t000733	0	0	1
t000737	-3	1	1
t000738	-6	1	1
t000739	0	2	0
t000740	0	2	0
t000741	1	0	0
t000742	-3	1	1
t000743	-6	1	1
t000745	-3	1	1
t000747	0	0	4
t000751	0	1	1
t000752	0	0	2
t000755	1	1	0
t000756	1	1	0
t000757	0	1	0
t000762	-3	1	1
t000763	-6	1	1
t000764	-3	1	1
t000765	-6	1	1
t000766	1	0	0
t000767	3	2	1
t000768	0	0	2
t000769	-1	1	2
t000770	1	4	1
t000771	0	0	2
t000772	0	2	0
t000773	1	0	0
t000774	1	0	0
t000776	0	2	0
t000779	0	2	1
t000780	1	4	0
t000781	0	1	1
t000782	2	4	2
t000784	0	2	1
t000785	0	2	5
t000790	1	2	0
t000791	-1	1	2
t000792	1	3	0
t000794	1	2	0
t000797	0	5	0
t000798	0	5	1
t000799	0	2	2
t000801	1	0	0
t000802	-1	1	2
t000803	0	2	0
t000804	0	4	1
t000805	0	2	0
t000806	0	0	0
t000808	0	0	1
t000810	1	0	0
t000812	0	3	0
t000813	0	2	0
t000814	1	3	2
t000817	1	1	0
t000820	0	2	1
t000821	3	3	2
t000823	1	3	2
t000825	-1	1	2
t000826	0	0	0
t000829	0	2	0
t000830	0	4	1
t000836	1	3	2
t000837	0	1	2
t000839	1	0	2
t000841	2	4	2
t000844	0	1	1
t000848	0	0	2
t000849	-1	1	2
t000853	2	2	0
t000855	0	4	2
t000861	3	4	0
t000862	0	0	0
t000865	0	3	1
t000866	0	3	0
t000867	0	0	2
t000868	-1	1	2
t000869	2	4	2
t000870	0	1	1
t000871	2	4	2
t000872	2	4	2
t000873	2	4	2
t000874	2	4	2
t000875	-1	1	2
t000876	2	4	2
t000877	-1	1	2
t000878	2	4	2
t000879	1	1	4
t000881	-1	1	2
t000882	0	1	0
t000883	2	4	2
t000884	2	4	2
t000885	-1	1	2
t000886	2	4	2
t000887	-1	1	2
t000888	2	4	2
t000889	-1	1	2
t000890	-1	1	2
t000891	0	1	0
t000892	2	4	2
t000893	2	4	2
t000894	2	4	2
t000896	2	4	2
t000898	0	1	2
t000899	2	4	2
t000902	2	4	2
t000905	2	4	2
t000906	2	4	2
t000907	-1	1	2
t000908	-1	1	2
t000909	2	4	2
t000911	2	4	2
t000912	-1	1	2
t000913	-1	1	0
t000914	2	4	2
t000916	0	0	2
t000918	1	4	0
t000919	0	1	0
t000922	-1	1	2
t000924	0	0	2
t000925	0	3	0
t000926	-1	5	0
t000927	-1	1	2
t000928	-1	1	2
t000929	-1	1	2
t000930	-1	1	2
t000932	-1	1	2
t000934	1	1	2
t000936	2	1	0
t000939	0	4	2
t000943	0	4	2
t000944	0	2	0
t000946	0	3	0
t000948	0	2	0
t000949	1	0	0
t000950	0	2	1
t000951	1	0	0
t000952	1	1	0
t000953	3	1	0
t000954	3	1	0
t000955	0	0	0
t000959	0	1	0
t000961	2	1	2
t000962	0	0	1
t000963	-1	0	1
t000965	0	2	0
t000969	0	1	1
t000970	0	1	0
t000971	2	0	0
t000972	2	0	0
t000973	1	0	0
t000974	1	0	0
t000976	0	1	0
t000980	1	1	1
t000981	1	2	2
t000982	1	4	0
t000985	-1	3	0
t000987	0	1	-1
t000991	1	1	0
t000993	0	2	0
t000994	2	2	-1
t000996	0	3	0
t001001	0	0	0
t001002	0	3	0
t001006	0	0	0
t001009	0	2	0
t001010	0	0	0
t001011	-1	3	1
t001012	-1	5	2
t001013	1	2	0
t001017	0	2	1
t001018	0	3	-2
t001023	0	2	0
t001025	2	0	0
t001028	0	1	0
t001029	2	0	0
t001030	0	1	2
t001031	1	0	0
t001036	4	2	0
t001037	1	3	0
t001038	1	3	0
t001042	0	0	0
t001044	0	3	3
t001045	1	1	-1
t001050	0	2	1
t001051	0	1	-2
t001055	1	2	0
t001066	3	4	0
t001067	-1	2	0
t001073	2	5	4
t001075	0	7	1
t001079	-1	3	0
t001081	1	0	0
t001083	2	2	1
t001084	3	0	0
t001086	1	1	0
t001087	0	3	0
t001090	0	2	0
t001091	0	2	0
t001093	-1	2	0
t001094	2	1	0
t001096	0	2	0
t001098	0	2	0
t001099	0	2	0
t001100	0	1	1
t001101	0	2	0
t001103	0	3	1
t001107	0	1	0
t001108	0	0	0
t001109	0	3	0
t001110	0	0	2
t001111	0	0	2
t001113	0	4	1
t001114	0	1	0
t001117	0	5	1
t001119	0	2	1
t001121	-2	1	3
t001123	0	1	0
t001124	0	1	1
t001125	0	0	0
t001127	1	-1	1
t001129	1	3	0
t001131	1	3	1
t001132	1	-1	1
t001134	1	0	1
t001136	1	3	0
t001137	1	-1	1
t001139	-6	1	1
t001140	0	0	2
t001144	1	0	0
t001145	2	3	1
t001146	3	6	1
t001148	0	1	0
t001150	1	0	5
t001151	0	1	1
t001152	0	1	1
t001153	-1	0	1
t001155	0	4	0
t001156	0	0	2
t001158	2	2	1
t001159	-1	6	0
t001161	2	5	-1
t001163	0	2	1
t001164	-1	0	4
t001165	3	7	-1
t001166	0	3	0
t001167	0	3	0
t001169	0	2	0
t001170	0	2	0
t001171	1	-1	0
t001173	1	-1	1
t001174	0	2	1
t001175	0	2	1
t001179	0	1	0
t001180	0	1	0
t001181	0	2	1
t001182	0	0	-1
t001183	0	8	1
t001187	0	0	0
t001188	0	1	0
t001189	0	2	1
t001190	2	3	2
t001193	0	0	1
t001198	0	5	1
t001199	1	-1	1
t001201	1	1	0
t001202	1	1	0
t001206	2	3	1
t001208	1	2	2
t001212	1	0	0
t001214	1	1	0
t001218	1	0	0
t001222	0	0	0
t001223	1	0	0
t001226	1	0	0
t001227	1	1	1
t001228	1	2	0
t001229	0	0	2
t001236	1	1	0
t001237	0	1	0
t001239	0	1	1
t001241	0	1	0
t001242	0	1	0
t001243	0	2	1
t001245	0	1	1
t001246	0	3	0
t001247	1	3	0
t001249	0	4	0
t001251	0	0	0
t001256	0	2	0
t001258	-1	0	2
t001262	1	1	1
t001272	1	1	0
t001275	0	0	1
t001276	0	2	0
t001277	0	6	-1
t001279	0	2	0
t001280	0	0	0
t001285	1	0	0
t001286	1	0	0
t001288	3	2	1
t001295	0	2	0
t001296	1	0	0
t001299	2	0	2
t001300	1	0	0
t001301	1	2	2
t001302	3	1	0
t001305	1	2	0
t001307	0	1	0
t001309	0	1	0
t001310	0	2	1
t001313	3	3	0
t001316	0	1	0
t001318	0	2	0
t001319	0	2	0
t001320	-1	2	0
t001321	2	5	1
t001322	0	2	0
t001325	0	1	0
t001326	0	3	0
t001332	0	1	0
t001334	4	4	1
t001335	0	3	1
t001336	0	5	0
t001340	2	1	0
t001344	0	3	0
t001346	2	4	-1
t001348	2	3	-1
t001351	0	1	0
t001354	0	4	0
t001356	-1	3	0
t001359	0	2	0
t001368	0	1	0
t001370	1	1	0
t001372	0	0	0
t001374	2	4	0
t001377	4	0	0
t001380	1	1	2
t001382	1	3	0
t001388	2	0	0
t001389	0	1	0
t001392	0	4	1
t001395	0	3	0
t001397	1	2	1
t001398	2	1	0
t001399	0	1	0
t001400	0	1	0
t001401	1	0	1
t001402	0	2	1
t001404	2	2	0
t001405	2	0	1
t001406	3	0	1
t001407	1	0	1
t001408	0	1	0
t001411	1	4	0
t001412	1	2	0
t001413	1	0	0
t001419	0	3	1
t001421	0	2	0
t001427	0	3	0
t001428	-1	2	0
t001429	1	2	0
t001430	0	1	0
t001431	0	3	0
t001432	0	4	0
t001435	3	2	-2
t001436	-1	1	1
t001437	-1	1	1
t001439	0	0	2
t001440	-1	1	2
t001442	2	1	1
t001444	0	4	2
t001445	1	0	1
t001447	0	1	0
t001448	3	4	0
t001450	1	0	0
t001451	2	0	1
t001452	2	1	0
t001456	0	5	5
t001460	1	2	1
t001462	1	3	0
t001463	0	0	0
t001465	1	3	2
t001468	0	2	2
t001470	0	0	1
t001472	1	0	0
t001481	1	2	1
t001487	1	1	0
t001489	1	0	0
t001491	0	3	1
t001492	1	0	0
t001493	2	0	0
t001495	0	2	0
t001496	3	0	0
t001502	3	0	0
t001503	4	2	4
t001508	1	0	0
t001509	1	3	0
t001513	2	2	1
t001515	0	0	0
t001523	0	0	1
t001524	0	4	1
t001525	1	1	0
t001526	0	0	0
t001529	0	0	0
t001530	1	0	0
t001534	0	1	0
t001547	0	1	2
t001548	0	1	2
t001549	0	0	0
t001551	3	0	0
t001552	1	1	0
t001553	0	2	0
t001554	2	4	0
t001555	2	2	0
t001556	0	2	0
t001560	2	1	0
t001561	1	2	1
t001566	1	0	1
t001571	0	2	0
t001574	0	1	1
t001579	0	3	0
t001580	1	5	1
t001584	2	1	1
t001587	0	1	0
t001591	1	2	1
t001592	1	3	1
t001593	0	2	0
t001595	1	5	0
t001596	0	2	2
t001597	1	0	0
t001600	0	0	0
t001602	0	2	0
t001605	0	0	0
t001609	1	1	0
t001617	2	1	1
t001619	0	1	0
t001620	0	1	0
t001630	1	1	0
t001632	0	1	4
t001640	-1	0	1
t001642	0	1	1
t001644	0	0	1
t001645	0	3	-1
t001651	0	0	1
t001658	0	4	0
t001661	1	2	0
t001664	0	2	1
t001666	1	2	1
t001683	1	3	0
t001700	2	0	0
t001701	0	0	0
t001702	0	1	0
t001713	1	1	0
t001719	-1	1	2
t001720	0	0	1
t001723	2	2	1
t001726	0	1	4
t001732	0	1	0
t001733	0	2	1
t001734	0	1	1
t001736	0	2	-2
t001737	0	1	1
t001741	5	1	0
t001745	0	1	0
t001747	3	3	2
t001760	0	2	0
t001762	1	1	0
t001767	1	0	0
t001768	0	2	0
t001770	1	4	1
t001773	3	4	2
t001774	0	5	1
t001775	0	1	2
t001778	0	0	-1
t001785	0	1	0
t001789	2	2	1
t001790	3	2	2
t001794	1	2	-1
t001796	1	5	3
t001798	0	2	2
t001799	1	1	2
t001800	0	2	0
t001801	0	5	2
t001805	0	1	1
t001806	0	1	0
t001814	1	0	0
t001817	1	4	1
t001823	0	0	1
t001833	0	0	2
t001850	0	2	2
t001852	0	2	1
t001853	1	1	2
t001856	0	3	1
t001869	0	0	2
t001870	1	0	0
t001871	-3	1	4
t001872	0	0	0
t001873	0	0	0
t001874	0	1	0
t001883	0	2	3
t001885	1	6	0
t001887	0	1	2
t001888	1	2	-1
t001895	0	1	0
t001897	0	0	2
t001898	1	2	3
t001899	2	4	2
t001900	5	0	0
t001901	3	2	2
t001913	0	1	2
t001915	0	0	1
t001916	0	1	3
t001917	0	0	0
t001936	0	2	0
t001937	0	1	3
t001940	0	0	0
t001941	1	3	1
t001942	0	3	0
t001945	1	0	0
t001954	0	2	0
t001970	2	2	1
t001983	4	1	0
t001989	-1	3	0
t002007	0	0	-2
t002009	0	0	0
t002013	1	0	1
t002014	1	3	0
t002015	0	1	0
t002017	1	3	2
t002033	-2	2	4
t002035	0	0	0
t002037	0	1	0
t002041	4	1	0
t002045	0	0	0
t002064	0	0	0
t002065	0	2	1
t002073	0	0	0
t002074	0	0	1
t002092	0	1	0
t002093	4	1	0
t002100	0	2	0
t002101	0	2	-1
t002106	0	2	0
t002112	1	1	0
t002120	0	5	1
t002140	2	6	0
t002144	0	0	0
t002156	0	0	0
t002160	0	1	3
t002162	-1	2	1
t002167	-1	2	0
t002168	0	1	0
t002180	1	0	0
t002189	0	2	1
t002190	0	0	0
t002199	5	0	-1
t002212	1	2	0
t002217	1	1	0
t002229	0	0	1
t002230	0	0	1
t002231	2	1	0
t002234	1	0	0
t002242	1	0	0
t002248	0	1	0
t002250	0	1	0
t002251	1	1	0
t002255	1	2	0
t002266	0	2	0
t002270	2	0	0
t002271	1	1	0
t002275	1	2	1
t002281	1	0	0
t002310	0	0	1
t002321	0	1	0
t002324	2	6	0
t002328	1	1	0
t002329	1	1	0
t002331	2	0	0
t002337	0	2	0
t002343	1	2	1
t002351	0	4	0
t002353	0	0	0
t002365	0	2	1
t002367	1	0	0
t002372	0	1	0
t002374	0	1	0
t002379	2	2	0
t002393	1	2	0
t002402	2	4	-2
t002405	2	1	0
t002406	5	0	0
t002407	1	1	0
t002409	-2	1	2
t002410	-2	1	2
t002412	1	0	1
t002413	5	1	0
t002419	4	3	0
t002421	1	3	1
t002422	0	0	0
t002423	1	0	0
t002424	1	1	0
t002425	0	0	1
t002426	0	2	0
t002427	0	2	0
t002429	0	0	1
t002430	3	3	0
t002433	0	0	0
t002437	0	2	1
t002442	-2	1	2
t002444	7	1	0
t002446	3	2	0
t002447	1	0	4
t002450	0	3	0
t002453	0	0	0
t002454	0	2	0
t002461	-2	1	2
t002462	0	3	0
t002467	2	1	3
t002472	0	0	0
t002473	0	0	1
t002479	3	0	0
t002483	2	1	0
t002489	0	0	0
t002491	0	0	0
t002492	1	1	2
t002497	5	0	1
t002499	0	1	0
t002500	3	3	0
t002507	1	3	1
t002514	0	-1	3
t002517	5	0	0
t002523	2	2	-1
t002527	2	0	0
t002536	0	2	0
t002537	2	1	1
t002539	1	1	0
t002544	0	0	0
t002545	0	0	0
t002547	2	3	-1
t002550	1	0	0
t002551	1	1	0
t002552	1	4	1
t002555	1	4	1
t002557	5	2	2
t002561	6	3	1
t002562	0	0	0
t002564	1	2	0
t002569	5	1	0
t002575	0	2	0
t002588	2	1	1
t002589	0	0	0
t002597	0	0	4
t002599	1	0	0
t002601	0	2	0
t002604	3	2	0
t002606	4	2	1
t002613	3	2	0
t002618	1	0	0
t002621	4	3	2
t002622	3	2	0
t002628	1	1	1
t002630	3	0	-1
t002631	0	2	2
t002634	1	0	0
t002635	1	1	0
t002636	1	5	0
t002637	-2	1	2
t002640	0	3	0
t002642	-2	1	2
t002646	1	1	-2
t002647	-1	2	2
t002650	3	1	0
t002652	1	1	0
t002660	0	0	-1
t002661	0	3	0
t002663	0	2	0
t002665	-2	1	2
t002671	0	1	0
t002672	0	1	0
t010015	1	0	1
t010016	0	0	0
t010017	0	1	1
t010018	0	0	0
t010021	1	0	0
t010022	0	5	1
t010024	1	0	0
t010031	0	4	0
t010032	-1	1	1
t010036	1	4	1
t010037	-2	0	0
t010043	1	3	-2
t010045	0	2	1
t010046	0	3	0
t010050	1	0	0
t010051	1	5	0
t010052	1	0	0
t010053	0	1	1
t010054	2	0	2
t010058	1	1	0
t010059	1	0	1
t010060	0	5	1
t010061	0	0	0
t010062	0	2	0
t010066	3	3	0
t010069	0	3	1
t010070	0	3	1
t010071	-1	1	1
t010072	1	2	1
t010074	0	3	1
t010075	0	1	0
t010076	2	1	1
t010078	2	1	0
t010079	0	2	0
t010080	0	3	0
t010083	0	3	1
t010092	3	0	2
t010094	1	1	0
t010095	0	1	0
t010097	0	0	0
t010098	2	1	0
t010099	2	2	-1
t010100	1	0	0
t010102	1	4	0
t010103	0	1	0
t010105	0	1	0
t010109	0	0	0
t010110	1	2	0
t010111	0	3	0
t010112	0	1	0
t010114	2	1	0
t010115	2	4	0
t010118	2	0	0
t010127	0	1	0
t010129	1	4	1
t010130	1	3	1
t010132	0	3	0
t010133	0	1	0
t010134	1	4	0
t010135	2	4	2
t010138	0	2	2
t010142	0	6	0
t010143	0	3	0
t010145	0	1	0
t010152	2	0	1
t010153	1	1	0
t010154	1	0	0
t010156	0	1	0
t010157	0	2	0
t010161	0	2	0
t010162	1	3	0
t010163	1	1	0
t010165	1	2	0
t010166	1	5	0
t010167	0	1	0
t010168	1	0	1
t010170	0	1	1
t010171	1	1	0
t010174	0	4	0
t010175	1	1	0
t010177	0	2	0
t010180	0	5	1
t010182	1	2	0
t010183	1	0	0
t010184	1	5	2
t010185	0	2	1
t010186	-1	3	3
t010187	0	4	1
t010188	0	1	0
t010189	1	1	3
t010191	2	3	0
t010193	1	2	2
t010194	1	3	0
t010196	3	2	3
t010197	0	3	0
t010199	1	2	0
t010200	1	1	0
t010201	3	0	0
t010202	1	5	0
t010204	0	2	1
t010205	2	4	1
t010206	1	3	0
t010208	2	1	0
t010210	1	2	2
t010211	1	1	2
t010214	2	1	0
t010215	2	1	0
t010216	2	3	2
t010217	0	0	0
t010218	3	2	-1
t010219	0	1	0
t010223	0	2	0
t010224	0	3	1
t010227	1	0	0
t010228	2	2	0
t010229	4	1	0
t010234	0	1	4
t010235	0	0	2
t010236	0	3	0
t010237	0	3	0
t010240	1	4	1
t010241	1	1	0
t010242	0	0	0
t010243	0	7	0
t010244	2	2	0
t010245	0	2	0
t010246	1	0	1
t010247	4	2	-1
t010248	-1	1	0
t010249	-1	1	1
t010250	0	3	1
t010252	1	0	0
t010253	0	3	-1
t010254	2	2	1
t010255	1	4	0
t010259	0	6	0
t010260	2	4	0
t010261	1	2	0
t010265	1	0	0
t010266	0	3	1
t010267	0	0	0
t010268	0	0	0
t010269	0	2	1
t010270	1	1	0
t010274	1	1	0
t010275	0	1	0
t010276	0	2	0
t010278	0	5	0
t010281	0	2	0
t010282	1	2	0
t010283	0	2	0
t010284	1	4	0
t010285	1	1	0
t010286	1	3	0
t010288	0	2	1
t010290	2	3	2
t010291	0	4	0
t010292	0	2	0
t010293	0	1	0
t010294	0	2	0
t010295	0	2	1
t010296	2	2	2
t010297	1	4	0
t010298	0	0	4
t010299	1	6	0
t010303	1	4	0
t010305	0	0	0
t010306	1	1	0
t010308	1	4	2
t010310	0	2	2
t010311	1	1	0
t010312	2	3	0
t010313	0	5	0
t010314	0	0	0
t010316	1	2	0
t010317	0	2	0
t010318	1	1	0
t010320	3	4	5
t010322	1	0	3
t010323	0	3	0
t010326	2	0	0
t010327	3	2	0
t010330	0	4	0
t010331	0	0	2
t010333	0	1	0
t010335	2	2	2
t010337	0	4	1
t010338	0	4	0
t010339	0	5	1
t010340	2	0	0
t010344	0	2	0
t010345	1	1	0
t010346	0	1	3
t010348	2	2	2
t010349	2	4	0
t010350	0	2	0
t010351	0	1	1
t010352	2	2	0
t010353	0	2	0
t010354	0	1	1
t010356	1	2	0
t010357	1	1	0
t010359	0	1	-1
t010360	0	2	0
t010362	2	4	1
t010363	1	0	0
t010364	0	3	0
t010365	0	4	0
t010366	2	1	0
t010367	0	3	0
t010370	1	0	0
t010372	0	4	-1
t010373	0	2	2
t010374	1	1	0
t010376	0	5	0
t010377	1	2	2
t010378	0	2	0
t010379	2	2	1
t010380	2	1	0
t010382	2	4	0
t010383	1	3	0
t010384	1	2	0
t010385	0	2	1
t010386	0	3	0
t010387	2	1	0
t010388	0	1	1
t010389	0	1	1
t010390	0	4	0
t010391	2	1	1
t010392	1	1	0
t010393	1	3	0
t010398	0	2	-1
t010399	0	4	0
t010401	1	3	0
t010403	0	1	1
t010405	1	0	1
t010406	1	2	0
t010408	0	1	0
t010409	0	0	0
t010410	0	2	1
t010411	1	2	0
t010413	0	2	0
t010414	2	2	1
t010415	1	5	0
t010417	1	0	3
t010418	0	2	0
t010419	0	3	0
t010420	1	2	1
t010421	-1	1	1
t010422	0	4	0
t010423	-1	0	2
t010424	0	2	0
t010425	0	2	1
t010426	1	0	1
t010430	1	0	0
t010433	0	7	0
t010434	0	0	1
t010435	0	1	1
t010436	2	2	0
t010438	0	1	0
t010439	0	2	0
t010441	0	3	2
t010442	1	2	3
t010449	1	1	1
t010450	0	0	1
t010452	0	2	0
t010453	1	2	1
t010455	2	2	1
t010456	0	4	0
t010457	0	4	0
t010458	1	2	0
t010459	-1	2	0
t010466	1	1	0
t010468	1	2	1
t010469	2	4	0
t010470	0	2	1
t010472	0	1	1
t010475	0	1	0
t010477	1	1	0
t010478	0	5	0
t010480	2	0	0
t010481	0	5	1
t010484	0	2	-1
t010485	2	4	0
t010486	2	1	0
t010487	1	0	0
t010488	1	0	0
t010489	1	2	0
t010490	0	5	0
t010492	0	1	1
t010493	0	3	0
t010494	0	2	0
t010495	1	0	0
t010496	0	1	0
t010497	4	6	0
t010499	1	0	2
t010501	0	6	0
t010502	0	2	0
t010503	3	5	0
t010504	1	5	0
t010505	2	4	1
t010506	1	4	0
t010507	1	4	0
t010511	0	2	0
t010513	2	1	4
t010516	3	1	0
t010520	0	1	0
t010521	1	1	0
t010522	0	4	0
t010523	0	3	-1
t010525	2	2	0
t010526	-1	3	0
t010527	0	5	0
t010528	0	1	0
t010529	0	0	0
t010531	1	1	0
t010533	0	1	0
t010534	0	1	1
t010535	1	1	1
t010540	1	1	0
t010542	1	5	0
t010544	1	6	0
t010548	0	1	0
t010550	0	2	1
t010551	0	2	0
t010552	1	3	-1
t010556	2	3	3
t010557	1	4	1
t010561	3	0	0
t010562	3	0	1
t010564	0	4	0
t010567	-1	5	1
t010569	1	5	1
t010572	-1	4	0
t010575	0	0	0
t010576	0	4	0
t010577	0	3	0
t010578	0	2	0
t010579	3	0	0
